taxpayer_id,afm,sector,income,declarations_last_3y,avg_declaration_amount,days_since_last_audit,sector_risk_score,income_volatility,declared_employees,is_flagged
28322,025124374,HEALTHCARE,45966.28,6,46415.98,1461,0.2,0.295,29,0
28323,398061407,CONSTRUCTION,7788.38,1,4489.24,1147,0.55,0.778,37,1
28324,395645886,TECH,44983.95,2,11032.67,46,0.15,0.076,83,0
28325,948314153,RETAIL,75230.39,7,68972.45,1091,0.35,0.343,5,0
28326,578302641,HEALTHCARE,47879.18,9,24599.04,1101,0.2,0.696,7,0
28327,486462714,AGRICULTURE,68088.55,2,50621.2,388,0.4,0.096,38,0
28328,571472822,FINANCE,91652.36,5,74930.5,703,0.3,0.72,29,0
28329,318282529,TECH,80878.53,11,40609.97,1306,0.15,0.327,158,0
28330,334511753,FINANCE,104132.33,1,90592.55,227,0.3,0.453,6,0
28331,351446760,AGRICULTURE,21785.05,3,20487.93,1661,0.4,0.097,28,0
28332,119234463,HEALTHCARE,79421.51,11,62762.96,89,0.2,0.335,19,0
28333,534659445,HEALTHCARE,36987.96,8,12528.39,157,0.2,0.728,11,0
28334,216374682,CONSTRUCTION,31515.69,8,27008.46,716,0.55,0.468,6,0
28335,543283721,TECH,32630.66,7,35164.21,554,0.15,0.807,85,0
28336,169985779,FINANCE,26403.52,7,16568.71,849,0.3,0.83,4,0
28337,608593539,CONSTRUCTION,92463.78,10,33284.92,339,0.55,0.654,12,0
28338,467611198,FINANCE,74473.51,1,52056.87,957,0.3,0.481,23,0
28339,226431165,AGRICULTURE,57546.41,2,18205.39,1621,0.4,0.649,46,0
28340,433950943,RETAIL,57810.38,0,21624.22,1732,0.35,0.777,28,0
28341,077237934,AGRICULTURE,33230.92,0,13539.94,1353,0.4,0.306,3,0
28342,773543547,FINANCE,46004.65,0,50047.31,1106,0.3,0.238,7,0
28343,622957362,HEALTHCARE,19459.68,9,19334.56,1549,0.2,0.229,33,0
28344,284474821,AGRICULTURE,34514.55,5,30872.38,1536,0.4,0.159,2,0
28345,926125121,RETAIL,21852.96,0,34918.57,239,0.35,0.531,7,0
28346,834719140,TOURISM,75645.81,4,64450.55,599,0.45,0.082,32,0
28347,496138805,TOURISM,7083.28,3,5969.51,364,0.45,0.462,26,0
28348,613152633,HEALTHCARE,78083.45,3,45835.01,17,0.2,0.478,16,0
28349,941936745,CONSTRUCTION,42294.7,3,37824.48,544,0.55,0.787,49,0
28350,397064972,RETAIL,86419.28,3,30328.07,897,0.35,0.305,50,0
28351,475537491,HEALTHCARE,34510.83,8,30182.4,482,0.2,0.716,22,0
28352,808717141,HEALTHCARE,60331.73,12,19771.96,120,0.2,0.384,35,0
28353,154902040,AGRICULTURE,15596.74,8,9577.85,1271,0.4,0.17,11,0
28354,203107463,AGRICULTURE,34211.96,8,25594.24,828,0.4,0.488,49,0
28355,311711063,RETAIL,47047.11,12,35147.52,1129,0.35,0.437,47,0
28356,200246849,FINANCE,85172.18,5,92391.6,1666,0.3,0.444,24,0
28357,306593118,RETAIL,57026.11,5,84726.34,1620,0.35,0.552,9,0
28358,807364623,RETAIL,47425.92,9,31410.2,723,0.35,0.759,8,0
28359,035508949,FINANCE,92160.98,5,55482.4,1816,0.3,0.273,18,0
28360,796255936,RETAIL,47658.24,1,36117.31,1249,0.35,0.438,27,0
28361,008726886,FINANCE,41093.72,10,35462.05,1329,0.3,0.81,32,0
28362,952869623,AGRICULTURE,17709.55,6,18952.41,168,0.4,0.565,47,0
28363,465877725,CONSTRUCTION,14647.27,1,6907.42,1645,0.55,0.107,42,0
28364,927572429,RETAIL,74190.2,1,109709.89,1487,0.35,0.301,41,0
28365,031478086,TOURISM,35062.68,10,27398.88,1083,0.45,0.69,35,0
28366,602616156,TECH,31858.13,6,22531.51,710,0.15,0.536,51,0
28367,407429644,AGRICULTURE,54817.07,11,49240.14,503,0.4,0.091,43,0
28368,919638187,AGRICULTURE,16679.44,6,23909.36,1798,0.4,0.307,31,0
28369,503139101,RETAIL,44943.49,3,47715.62,884,0.35,0.361,37,0
28370,274416496,RETAIL,37454.98,6,22627.96,1703,0.35,0.443,34,0
28371,095233221,HEALTHCARE,25320.84,9,23138.36,1560,0.2,0.423,46,0
28372,357293282,AGRICULTURE,24640.95,3,29885.53,15,0.4,0.423,14,0
28373,110783374,FINANCE,143039.5,8,102023.49,1599,0.3,0.457,4,0
28374,949758837,TOURISM,36514.78,2,42412.14,961,0.45,0.19,39,0
28375,049192949,AGRICULTURE,25395.34,12,21280.14,1150,0.4,0.831,6,0
28376,152863839,TOURISM,113587.14,4,110610.96,1546,0.45,0.568,3,0
28377,614185138,RETAIL,74916.19,9,71980.81,1283,0.35,0.438,25,0
28378,764202244,RETAIL,62378.6,0,52566.82,753,0.35,0.708,19,1
28379,086656271,CONSTRUCTION,51569.58,2,42023.67,803,0.55,0.842,5,1
28380,784164484,RETAIL,71146.0,2,47708.94,40,0.35,0.446,23,0
28381,871797799,HEALTHCARE,23023.87,9,25770.63,817,0.2,0.572,21,0
28382,643734271,FINANCE,94780.33,9,69407.14,572,0.3,0.734,7,0
28383,677510400,TECH,52649.77,0,31850.65,1607,0.15,0.808,60,0
28384,056124462,FINANCE,104556.92,4,62486.8,685,0.3,0.385,13,0
28385,587609256,CONSTRUCTION,34757.82,1,16097.42,308,0.55,0.398,26,0
28386,028488783,TECH,56349.42,6,60148.17,836,0.15,0.785,52,0
28387,745993012,HEALTHCARE,65919.43,6,71221.87,942,0.2,0.306,22,0
28388,750729508,TECH,59807.72,9,49296.65,1264,0.15,0.259,149,0
28389,207429524,AGRICULTURE,57300.0,12,41640.7,724,0.4,0.846,37,0
28390,340174093,HEALTHCARE,48956.79,6,46967.54,356,0.2,0.815,42,0
28391,347069322,CONSTRUCTION,86211.12,10,105602.24,410,0.55,0.795,32,0
28392,802193994,FINANCE,83476.1,2,51851.15,147,0.3,0.525,25,0
28393,636255461,FINANCE,48547.52,0,58793.16,835,0.3,0.731,25,1
28394,603913195,RETAIL,58827.52,5,37228.07,1586,0.35,0.336,19,0
28395,533560597,TECH,48840.19,6,49148.34,1400,0.15,0.41,192,0
28396,031492659,TOURISM,19235.22,0,8662.24,292,0.45,0.346,11,0
28397,679057746,TECH,57790.93,12,42731.94,419,0.15,0.847,25,0
28398,813637105,FINANCE,90598.13,2,67730.83,1566,0.3,0.737,16,0
28399,757835184,HEALTHCARE,38225.7,7,50292.32,1708,0.2,0.263,2,0
28400,827459185,AGRICULTURE,28897.06,9,16317.68,787,0.4,0.814,4,0
28401,046587526,CONSTRUCTION,18238.64,7,9050.83,673,0.55,0.28,10,0
28402,788951928,TOURISM,84416.29,8,115804.24,102,0.45,0.224,7,0
28403,316621303,RETAIL,52483.93,5,7837.51,1097,0.35,0.422,39,0
28404,506005087,AGRICULTURE,96111.93,10,51809.41,1428,0.4,0.402,40,0
28405,399515972,AGRICULTURE,67750.09,7,47206.19,1173,0.4,0.465,13,0
28406,728842885,HEALTHCARE,89169.9,3,64872.75,1428,0.2,0.263,20,0
28407,153629690,RETAIL,53268.32,12,58536.9,1258,0.35,0.381,36,0
28408,201893023,FINANCE,96264.24,3,82678.75,1552,0.3,0.473,35,0
28409,660594288,CONSTRUCTION,6439.97,3,1753.2,292,0.55,0.776,37,0
28410,724760774,AGRICULTURE,82109.38,6,23321.26,978,0.4,0.162,8,0
28411,580516277,AGRICULTURE,43739.94,8,10668.43,431,0.4,0.431,15,0
28412,247572971,FINANCE,62199.7,4,66774.69,394,0.3,0.231,50,0
28413,126413415,TOURISM,57739.09,9,40025.84,95,0.45,0.359,34,0
28414,306843694,RETAIL,4310.76,7,2921.72,408,0.35,0.456,18,0
28415,290013480,TOURISM,37321.13,8,31671.81,1727,0.45,0.399,8,0
28416,027606170,FINANCE,84074.79,7,36720.15,1120,0.3,0.502,45,0
28417,406365542,AGRICULTURE,41868.18,3,22218.28,1397,0.4,0.647,20,0
28418,607927090,RETAIL,23359.15,7,26702.02,1230,0.35,0.719,9,0
28419,777679770,HEALTHCARE,43903.63,2,18950.3,1020,0.2,0.206,14,0
28420,904408269,RETAIL,49748.47,8,45284.26,900,0.35,0.83,14,0
28421,796471263,TOURISM,45806.83,1,29143.38,1513,0.45,0.564,5,0
28422,767975397,RETAIL,0,0,0,239,0.35,0.777,16,0
28423,806336118,TECH,67685.67,10,32579.99,818,0.15,0.13,35,0
28424,271764547,FINANCE,102675.92,6,121372.5,474,0.3,0.615,23,0
28425,976127487,FINANCE,72904.75,3,52573.7,554,0.3,0.644,1,0
28426,600501255,RETAIL,64261.49,4,52422.46,1662,0.35,0.155,25,0
28427,183481320,FINANCE,89460.8,4,51241.3,958,0.3,0.314,26,0
28428,458048860,AGRICULTURE,36803.2,4,17501.22,1592,0.4,0.489,36,0
28429,008475809,TECH,58362.18,0,33209.92,467,0.15,0.765,138,0
28430,400941727,TECH,45827.55,1,52170.61,325,0.15,0.495,94,0
28431,071776791,TECH,0,12,0,604,0.15,0.742,103,0
28432,927303796,TECH,46786.58,6,22149.14,1113,0.15,0.606,173,0
28433,719102994,RETAIL,72731.34,7,81240.48,96,0.35,0.739,5,0
28434,587745717,CONSTRUCTION,33865.31,12,36617.95,418,0.55,0.6,42,0
28435,711663205,AGRICULTURE,66236.1,3,15110.62,434,0.4,0.741,3,0
28436,974630162,AGRICULTURE,80041.02,7,80056.67,145,0.4,0.648,44,0
28437,802668812,AGRICULTURE,54430.58,8,53517.16,627,0.4,0.496,25,0
28438,093819064,HEALTHCARE,42912.02,2,32160.55,1040,0.2,0.683,42,0
28439,483100039,TOURISM,61485.4,5,62797.79,393,0.45,0.43,5,0
28440,637549510,FINANCE,77254.4,4,109653.77,141,0.3,0.362,48,0
28441,405636687,AGRICULTURE,60865.01,5,35602.57,820,0.4,0.804,9,0
28442,682002918,RETAIL,39537.6,6,55026.8,953,0.35,0.743,38,0
28443,979050742,AGRICULTURE,55722.71,6,61660.7,1343,0.4,0.236,7,0
28444,327735021,TOURISM,23340.24,8,20742.59,1522,0.45,0.373,3,0
28445,743351325,TECH,18894.06,8,17485.23,693,0.15,0.846,189,0
28446,477410405,RETAIL,67058.41,3,37858.78,856,0.35,0.229,23,0
28447,233851414,TECH,81384.55,6,17184.64,1754,0.15,0.269,130,0
28448,260801536,FINANCE,63215.87,1,31662.87,676,0.3,0.486,36,0
28449,158004214,HEALTHCARE,30087.68,5,21170.1,509,0.2,0.096,11,0
28450,651279393,HEALTHCARE,39647.74,10,36578.33,1602,0.2,0.667,12,0
28451,792347325,AGRICULTURE,109171.7,3,73758.13,1070,0.4,0.789,29,0
28452,061631109,TECH,63566.82,1,52721.5,1670,0.15,0.35,85,0
28453,452818123,FINANCE,36126.84,4,29265.83,475,0.3,0.484,50,0
28454,389287242,FINANCE,51299.19,11,49423.29,1547,0.3,0.159,34,0
28455,200536005,RETAIL,5834.76,3,5118.65,540,0.35,0.259,9,0
28456,869768479,TOURISM,57678.12,3,51099.35,1512,0.45,0.523,0,0
28457,292896885,RETAIL,0,0,0,465,0.35,0.822,4,0
28458,229317490,CONSTRUCTION,52945.61,9,39588.3,1761,0.55,0.782,35,0
28459,776155269,RETAIL,75303.37,8,77009.64,1077,0.35,0.181,46,0
28460,675640679,TECH,89223.12,11,91205.47,653,0.15,0.111,180,0
28461,104436253,HEALTHCARE,31387.1,5,16660.6,708,0.2,0.546,20,0
28462,341133680,TOURISM,105066.09,1,77542.49,273,0.45,0.187,44,1
28463,065509612,TECH,55107.37,8,42222.6,950,0.15,0.233,200,0
28464,017172888,TOURISM,59065.82,10,43758.01,1326,0.45,0.078,46,0
28465,950515120,AGRICULTURE,62275.11,1,37262.99,1057,0.4,0.419,7,0
28466,434224013,TECH,41230.51,0,16056.04,416,0.15,0.844,18,0
28467,466928163,HEALTHCARE,20467.57,4,21373.69,31,0.2,0.349,31,0
28468,301342935,FINANCE,98665.34,2,85431.1,620,0.3,0.486,36,0
28469,700469549,TECH,55590.04,11,32273.85,904,0.15,0.129,78,0
28470,499707024,AGRICULTURE,21207.21,9,17981.3,1321,0.4,0.247,30,0
28471,943401721,TECH,53173.41,9,24107.54,1753,0.15,0.47,144,0
28472,205076701,TECH,36577.3,10,26108.95,1543,0.15,0.372,31,0
28473,849038820,FINANCE,40421.59,10,32548.91,350,0.3,0.573,13,0
28474,139037697,CONSTRUCTION,31896.43,10,38603.11,513,0.55,0.74,46,0
28475,372033957,RETAIL,22904.42,11,27240.75,696,0.35,0.808,5,0
28476,267522919,HEALTHCARE,51874.07,6,45107.01,1499,0.2,0.682,22,0
28477,988938184,TECH,33873.04,1,36592.29,1437,0.15,0.488,81,0
28478,813790922,CONSTRUCTION,72585.62,8,98144.09,984,0.55,0.166,48,0
28479,829372711,TOURISM,68132.25,1,77250.93,896,0.45,0.347,32,0
28480,722174138,RETAIL,0,4,0,1347,0.35,0.68,11,0
28481,686980834,FINANCE,132707.0,9,71149.6,1395,0.3,0.466,13,0
28482,310792059,TOURISM,11160.99,10,14496.25,1090,0.45,0.158,5,0
28483,028643097,CONSTRUCTION,32356.81,4,26068.81,351,0.55,0.301,29,0
28484,268029400,TOURISM,61073.34,4,72739.23,705,0.45,0.098,3,0
28485,429587400,HEALTHCARE,35205.7,0,40933.5,9,0.2,0.375,37,0
28486,114696689,FINANCE,114816.77,4,152236.28,1057,0.3,0.559,3,0
28487,610027493,AGRICULTURE,38426.64,6,29542.0,1023,0.4,0.455,20,0
28488,073781705,TECH,57386.19,6,43580.21,402,0.15,0.128,136,0
28489,071200955,FINANCE,87395.4,10,89031.09,404,0.3,0.572,41,0
28490,070853037,CONSTRUCTION,37861.85,5,33557.57,1448,0.55,0.777,38,0
28491,238340469,RETAIL,55495.25,5,66284.35,820,0.35,0.476,44,0
28492,959961907,AGRICULTURE,61612.88,7,28966.95,1784,0.4,0.261,22,0
28493,900624248,TOURISM,29301.25,0,18436.23,794,0.45,0.294,9,0
28494,002165717,TECH,20847.59,8,25110.15,1087,0.15,0.28,179,0
28495,371394674,FINANCE,112350.08,4,94055.65,168,0.3,0.243,38,0
28496,955242262,HEALTHCARE,47903.9,7,45706.29,1077,0.2,0.836,17,0
28497,573727996,HEALTHCARE,47772.77,6,48916.53,803,0.2,0.398,20,0
28498,055210461,TOURISM,52584.43,2,41482.21,354,0.45,0.101,43,0
28499,240333189,AGRICULTURE,75353.49,8,53827.37,235,0.4,0.326,27,0
28500,696370120,HEALTHCARE,37425.52,5,45669.72,1283,0.2,0.699,45,0
28501,080121893,CONSTRUCTION,19367.02,9,24770.85,1619,0.55,0.828,14,0
28502,445275090,AGRICULTURE,59796.33,10,37816.57,705,0.4,0.805,21,0
28503,089212487,TECH,96798.05,0,39791.49,263,0.15,0.49,76,0
28504,885587323,FINANCE,57057.74,10,48062.84,1167,0.3,0.484,50,0
28505,216959165,RETAIL,29485.07,12,21360.86,1062,0.35,0.119,36,0
28506,697263090,CONSTRUCTION,28364.33,6,14028.66,1557,0.55,0.226,3,0
28507,790166697,AGRICULTURE,42365.04,2,21944.0,412,0.4,0.833,44,0
28508,193301821,AGRICULTURE,21467.34,8,20820.86,1553,0.4,0.695,47,0
28509,921180180,TOURISM,41415.71,8,18151.12,95,0.45,0.506,25,0
28510,387657558,CONSTRUCTION,35942.29,12,30479.74,1232,0.55,0.357,18,0
28511,652338352,TECH,22440.69,1,9295.67,268,0.15,0.309,51,0
28512,251740889,HEALTHCARE,26240.0,5,20595.14,730,0.2,0.098,20,0
28513,485339295,TECH,54743.64,0,69732.75,1121,0.15,0.772,54,0
28514,636700120,CONSTRUCTION,0,4,0,1125,0.55,0.232,25,0
28515,719121252,TECH,0,6,0,1170,0.15,0.055,116,0
28516,285720863,CONSTRUCTION,86749.47,4,103565.69,705,0.55,0.481,21,0
28517,984487117,TECH,0,1,0,28,0.15,0.615,45,0
28518,041604654,HEALTHCARE,20743.57,1,6293.44,1438,0.2,0.801,47,0
28519,149234938,RETAIL,70574.97,8,71091.77,998,0.35,0.092,1,0
28520,705027404,CONSTRUCTION,65484.64,11,123318.59,1431,0.55,0.357,18,0
28521,327285234,CONSTRUCTION,0,6,0,1014,0.55,0.512,30,0
28522,303317474,CONSTRUCTION,15864.86,0,16098.8,303,0.55,0.221,15,0
28523,570211288,HEALTHCARE,42923.2,6,60414.69,853,0.2,0.139,33,0
28524,987331648,TOURISM,69621.44,5,66381.4,1062,0.45,0.502,31,0
28525,109808748,FINANCE,69350.54,10,82083.78,1609,0.3,0.515,14,0
28526,002235569,AGRICULTURE,32391.75,1,19313.54,99,0.4,0.254,34,0
28527,583519381,CONSTRUCTION,81877.67,1,33374.59,390,0.55,0.153,19,0
28528,482439509,CONSTRUCTION,44080.4,6,33456.93,889,0.55,0.56,37,0
28529,599329875,AGRICULTURE,66745.84,3,54031.86,1636,0.4,0.528,27,0
28530,313945882,TOURISM,48744.3,0,43931.55,1418,0.45,0.832,25,1
28531,150122144,HEALTHCARE,59223.28,11,46671.09,1296,0.2,0.365,36,0
28532,503275788,TECH,0,4,0,1106,0.15,0.626,69,0
28533,124934664,RETAIL,38525.27,7,18251.15,628,0.35,0.102,1,0
28534,689470814,RETAIL,23739.94,9,38242.53,220,0.35,0.524,46,0
28535,361799800,RETAIL,60382.78,8,44715.52,1185,0.35,0.503,40,0
28536,979548179,AGRICULTURE,51183.77,0,32199.02,757,0.4,0.116,40,0
28537,140823900,TECH,41448.02,9,36531.39,1676,0.15,0.523,72,0
28538,044055933,TECH,22057.2,10,20460.44,580,0.15,0.489,199,0
28539,909163385,AGRICULTURE,24392.55,12,5836.74,1804,0.4,0.329,41,0
28540,500025405,RETAIL,40360.83,10,3404.55,1663,0.35,0.39,41,0
28541,978878039,HEALTHCARE,34092.87,12,33604.94,1625,0.2,0.476,15,0
28542,575595454,TECH,39564.01,0,21101.53,325,0.15,0.276,93,0
28543,156986713,HEALTHCARE,37351.13,8,27796.56,643,0.2,0.172,44,0
28544,831244808,TECH,0,2,0,278,0.15,0.75,116,0
28545,880790306,RETAIL,24007.02,4,28558.3,1192,0.35,0.089,16,0
28546,934640387,CONSTRUCTION,51008.66,12,40411.64,308,0.55,0.106,1,0
28547,235224966,TECH,27561.71,7,29879.61,727,0.15,0.091,149,0
28548,108078800,TECH,46272.52,7,33957.72,1777,0.15,0.601,3,0
28549,641458833,CONSTRUCTION,18321.05,12,19733.3,284,0.55,0.296,8,0
28550,812981928,HEALTHCARE,35087.73,0,37123.8,1525,0.2,0.279,9,0
28551,837793011,RETAIL,53291.22,4,55534.95,1731,0.35,0.192,32,0
28552,357257737,FINANCE,128628.37,4,115081.86,900,0.3,0.326,50,0
28553,289268029,TECH,82480.49,1,62839.24,180,0.15,0.487,118,0
28554,818718354,AGRICULTURE,15452.6,12,16670.09,563,0.4,0.729,17,0
28555,106791190,TECH,82324.16,0,94723.79,1656,0.15,0.223,44,0
28556,356794836,TOURISM,43815.91,5,16229.56,1293,0.45,0.241,3,0
28557,869526321,FINANCE,87146.07,3,62562.41,972,0.3,0.078,31,0
28558,237484503,TECH,51402.34,12,51156.21,127,0.15,0.404,125,0
28559,385760975,AGRICULTURE,46236.5,8,41124.11,1371,0.4,0.198,7,0
28560,532697877,TECH,61549.5,8,32955.38,1689,0.15,0.41,158,0
28561,444919755,TOURISM,37361.98,9,45198.69,466,0.45,0.538,25,0
28562,279584205,FINANCE,31248.21,4,9168.04,1069,0.3,0.109,1,0
28563,506817857,TOURISM,38922.35,0,36468.15,1483,0.45,0.071,29,0
28564,289318067,FINANCE,26351.3,11,26200.98,148,0.3,0.387,5,0
28565,669028520,CONSTRUCTION,0,5,0,1220,0.55,0.129,9,0
28566,803146109,AGRICULTURE,44122.07,3,6604.4,1778,0.4,0.217,8,0
28567,908342966,CONSTRUCTION,13486.25,1,11165.59,1786,0.55,0.45,48,1
28568,091270754,FINANCE,69354.02,0,53973.79,1006,0.3,0.798,5,1
28569,134072008,FINANCE,81813.45,4,50505.93,1708,0.3,0.619,3,0
28570,930353914,RETAIL,40676.38,11,30494.33,1184,0.35,0.542,34,0
28571,095161974,HEALTHCARE,34756.83,3,29718.27,368,0.2,0.456,47,0
28572,794480726,AGRICULTURE,12524.3,12,16855.64,1178,0.4,0.35,8,0
28573,203891129,AGRICULTURE,0,7,0,1266,0.4,0.241,5,0
28574,361024911,RETAIL,50041.59,11,49039.57,437,0.35,0.492,18,0
28575,262417280,AGRICULTURE,29889.93,8,13112.0,1796,0.4,0.334,12,0
28576,463332819,RETAIL,69628.07,10,81772.22,426,0.35,0.07,48,0
28577,253084034,HEALTHCARE,25638.09,8,24956.51,389,0.2,0.787,37,0
28578,914343067,RETAIL,56822.54,5,27169.43,927,0.35,0.319,37,0
28579,574622996,TOURISM,14613.96,3,13972.52,626,0.45,0.8,2,0
28580,027091346,FINANCE,63944.75,3,62718.08,1668,0.3,0.121,33,0
28581,252102781,FINANCE,77185.12,8,78478.56,406,0.3,0.157,44,0
28582,872528876,CONSTRUCTION,42298.66,8,31100.87,302,0.55,0.087,12,0
28583,758248981,TECH,83946.1,8,89954.36,249,0.15,0.468,35,0
28584,973740757,TOURISM,0,11,0,1385,0.45,0.229,48,0
28585,455502581,TECH,60850.53,7,62675.59,1609,0.15,0.274,93,0
28586,882717420,AGRICULTURE,4370.29,6,2093.27,1573,0.4,0.545,25,0
28587,052065011,TECH,77734.1,6,43141.45,1452,0.15,0.654,196,0
28588,013112641,RETAIL,69160.87,2,81828.72,1100,0.35,0.105,18,0
28589,274101497,FINANCE,94811.54,10,26948.15,557,0.3,0.121,45,0
28590,454021742,TOURISM,36960.26,3,34058.18,629,0.45,0.313,1,0
28591,312644001,TOURISM,68408.39,7,46410.97,1379,0.45,0.272,34,0
28592,443598134,AGRICULTURE,56366.4,12,23500.27,426,0.4,0.098,7,0
28593,263166436,CONSTRUCTION,79851.8,2,64912.9,1230,0.55,0.222,14,0
28594,535975969,FINANCE,89205.9,7,70000.04,1457,0.3,0.511,16,0
28595,339548479,TOURISM,77724.3,0,32771.18,1245,0.45,0.391,11,0
28596,245721388,RETAIL,14673.58,11,8450.24,905,0.35,0.63,24,0
28597,335333671,HEALTHCARE,6873.76,11,6877.37,159,0.2,0.632,16,0
28598,457879568,CONSTRUCTION,80845.08,0,72069.33,319,0.55,0.777,48,1
28599,941806208,TOURISM,60615.65,1,53282.29,355,0.45,0.783,48,0
28600,261430771,TECH,0,9,0,1453,0.15,0.614,96,0
28601,682037918,TECH,85582.5,5,67627.0,94,0.15,0.841,179,0
28602,633407120,HEALTHCARE,39634.29,4,15447.11,765,0.2,0.064,46,0
28603,928938480,TECH,59540.07,8,36662.45,1267,0.15,0.621,97,0
28604,527048535,HEALTHCARE,79742.93,6,63334.88,1149,0.2,0.767,25,0
28605,262555991,FINANCE,55591.64,12,18179.57,1623,0.3,0.063,21,0
28606,627064372,TECH,82342.97,6,77955.1,540,0.15,0.459,34,0
28607,974345422,FINANCE,55299.94,6,61097.5,682,0.3,0.737,0,0
28608,007680232,HEALTHCARE,32105.46,10,20170.78,316,0.2,0.606,32,0
28609,605604272,HEALTHCARE,24912.23,0,8148.04,890,0.2,0.311,45,0
28610,651946715,RETAIL,52105.61,4,51077.73,37,0.35,0.43,37,0
28611,370540937,TOURISM,79203.5,10,71327.45,1020,0.45,0.74,40,0
28612,060997362,RETAIL,6096.15,1,3683.48,1407,0.35,0.783,1,0
28613,832283426,TOURISM,26268.92,9,10353.03,634,0.45,0.295,20,0
28614,499053608,TECH,42440.16,11,15428.97,102,0.15,0.63,36,0
28615,057236932,HEALTHCARE,38360.16,4,39379.72,1406,0.2,0.158,44,0
28616,493867591,AGRICULTURE,0,5,0,828,0.4,0.745,40,0
28617,159554919,TOURISM,15728.18,10,13260.45,1425,0.45,0.657,30,0
28618,474395911,FINANCE,110455.26,1,92544.23,65,0.3,0.087,38,0
28619,794578936,AGRICULTURE,27594.94,3,16904.7,271,0.4,0.503,3,0
28620,657297580,RETAIL,59389.74,11,59417.06,1445,0.35,0.762,34,0
28621,349314471,TOURISM,111569.25,11,60918.95,127,0.45,0.587,4,0
28622,620319364,AGRICULTURE,52523.49,12,49521.25,892,0.4,0.252,21,0
28623,619971768,TECH,18937.53,10,14056.84,1215,0.15,0.174,94,0
28624,827778999,TECH,23437.34,4,28842.86,23,0.15,0.097,81,0
28625,319153213,TOURISM,60029.8,4,39444.62,637,0.45,0.817,14,0
28626,723971861,RETAIL,58849.2,6,95958.29,1188,0.35,0.68,24,0
28627,123570524,AGRICULTURE,33023.2,9,22546.18,881,0.4,0.772,46,0
28628,607163550,FINANCE,125111.72,9,35682.28,840,0.3,0.63,44,0
28629,238956419,RETAIL,43598.14,10,49965.67,905,0.35,0.245,3,0
28630,911980035,TECH,47397.08,8,40486.17,281,0.15,0.337,168,0
28631,479546919,AGRICULTURE,38910.9,9,24673.51,1060,0.4,0.675,24,0
28632,667563611,TOURISM,124531.27,2,100269.74,1693,0.45,0.604,13,0
28633,464019524,TECH,35921.59,12,51006.35,1236,0.15,0.332,134,0
28634,359816735,RETAIL,10796.25,3,9874.28,310,0.35,0.822,26,0
28635,911594346,FINANCE,67700.02,5,54484.88,1105,0.3,0.529,8,0
28636,326909701,FINANCE,56373.84,0,72163.48,1701,0.3,0.213,41,0
28637,803093871,FINANCE,90558.92,7,75080.97,1233,0.3,0.458,4,0
28638,931112295,RETAIL,12611.9,12,6286.32,527,0.35,0.276,14,0
28639,612206153,RETAIL,46207.71,4,14251.95,899,0.35,0.424,23,0
28640,130581305,TECH,33219.71,11,33601.4,42,0.15,0.183,152,0
28641,786237442,FINANCE,60519.82,4,54645.58,762,0.3,0.409,13,0
28642,666488242,RETAIL,50900.35,6,62746.01,1355,0.35,0.82,27,0
28643,406491424,RETAIL,29996.57,12,14444.99,1602,0.35,0.773,31,0
28644,140304220,CONSTRUCTION,27965.28,0,34489.45,1644,0.55,0.521,26,0
28645,330818535,CONSTRUCTION,61084.3,0,50921.45,443,0.55,0.759,8,1
28646,926791531,TOURISM,81942.41,0,97600.53,79,0.45,0.336,48,0
28647,500933362,AGRICULTURE,11553.75,6,14348.53,331,0.4,0.352,22,0
28648,545321059,FINANCE,82736.95,1,52237.03,1508,0.3,0.311,13,0
28649,727592516,TECH,58604.36,1,80950.6,636,0.15,0.054,53,0
28650,363684817,HEALTHCARE,41564.72,6,48565.48,283,0.2,0.76,36,0
28651,168666548,TOURISM,11508.06,12,3716.16,474,0.45,0.271,6,0
28652,527770465,FINANCE,95737.8,11,83796.41,234,0.3,0.668,39,0
28653,421181722,FINANCE,95142.61,11,71579.46,323,0.3,0.263,46,0
28654,893232707,CONSTRUCTION,57435.38,3,61501.51,1078,0.55,0.353,22,0
28655,792954120,HEALTHCARE,59700.31,4,46495.2,213,0.2,0.083,34,0
28656,297788686,CONSTRUCTION,62997.6,6,33737.64,984,0.55,0.097,37,0
28657,427464152,RETAIL,72432.49,3,86956.13,1562,0.35,0.515,39,0
28658,486976101,HEALTHCARE,48252.93,3,47832.21,211,0.2,0.125,15,0
28659,838635232,FINANCE,63723.23,0,44528.19,1007,0.3,0.781,49,1
28660,132414883,TOURISM,41500.57,11,20977.12,1021,0.45,0.419,24,0
28661,291210241,TECH,28202.2,2,17858.61,1191,0.15,0.257,195,0
28662,224513409,TOURISM,68046.33,12,56172.08,537,0.45,0.614,50,0
28663,199665889,TECH,3870.12,5,4249.72,1432,0.15,0.627,116,0
28664,058980449,AGRICULTURE,25617.79,8,7616.46,122,0.4,0.225,23,0
28665,159099998,CONSTRUCTION,60753.04,12,21279.5,286,0.55,0.807,16,0
28666,002592916,TECH,77060.44,11,87213.81,1290,0.15,0.686,177,0
28667,015359435,HEALTHCARE,46780.41,5,44544.18,820,0.2,0.826,9,0
28668,177248545,TOURISM,49423.58,6,25986.75,1280,0.45,0.638,47,0
